Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),NGR total counts (cps)
342,U1404,B,8,H,4,60,61,15.23
342,U1404,B,8,H,4,70,61.1,15.84
342,U1404,B,8,H,4,80,61.2,14.95
342,U1404,B,8,H,4,90,61.3,14.89
342,U1404,B,8,H,4,100,61.4,14.56
342,U1404,B,8,H,4,110,61.5,14.39
342,U1404,B,8,H,4,120,61.6,14.47
342,U1404,B,8,H,4,130,61.7,14.81
342,U1404,B,8,H,4,140,61.8,14.53
342,U1404,B,8,H,4,150,61.9,14.48
342,U1404,B,8,H,5,0,61.9,16.13
342,U1404,B,8,H,5,10,62,14.4
342,U1404,B,8,H,5,20,62.1,15.54
342,U1404,B,8,H,5,30,62.2,14.96
342,U1404,B,8,H,5,40,62.3,14.8
342,U1404,B,8,H,5,50,62.4,15.1
342,U1404,B,8,H,5,60,62.5,15.19
342,U1404,B,8,H,5,70,62.6,14.59
342,U1404,B,8,H,5,80,62.7,13.6
342,U1404,B,8,H,5,90,62.8,14.54
342,U1404,B,8,H,5,100,62.9,14.75
342,U1404,B,8,H,5,110,63,14.71
342,U1404,B,8,H,5,120,63.1,14.45
342,U1404,B,8,H,5,130,63.2,14.06
342,U1404,B,8,H,5,140,63.3,14.18
342,U1404,B,8,H,5,150,63.4,13.72
342,U1404,B,8,H,6,0,63.4,16.09
342,U1404,B,8,H,6,10,63.5,15.06
342,U1404,B,8,H,6,20,63.6,15.07
342,U1404,B,8,H,6,30,63.7,14.6
342,U1404,B,8,H,6,40,63.8,14.86
342,U1404,B,8,H,6,50,63.9,14.75
342,U1404,B,8,H,6,60,64,14.29
342,U1404,B,8,H,6,70,64.1,14.78
342,U1404,B,8,H,6,80,64.2,14.19
342,U1404,B,8,H,6,90,64.3,14.23
342,U1404,B,8,H,6,100,64.4,14.08
342,U1404,B,8,H,6,110,64.5,14.19
342,U1404,B,8,H,6,120,64.6,14.3
342,U1404,B,8,H,6,130,64.7,14.57
342,U1404,B,8,H,6,140,64.8,14.26
342,U1404,B,8,H,6,150,64.9,13.56
342,U1404,B,8,H,7,0,64.9,14.99
342,U1404,B,8,H,7,10,65,14.5
342,U1404,B,8,H,7,20,65.1,14.72
342,U1404,B,8,H,7,30,65.2,15.2
342,U1404,B,8,H,7,40,65.3,15.26
342,U1404,B,8,H,7,50,65.4,14.3
342,U1404,B,8,H,7,60,65.5,14.16
342,U1404,B,9,H,1,0,65.4,14.49
342,U1404,B,9,H,1,10,65.5,13.5
342,U1404,B,9,H,1,20,65.6,13.55
342,U1404,B,9,H,1,30,65.7,13.39
342,U1404,B,9,H,1,40,65.8,12.76
342,U1404,B,9,H,1,50,65.9,13.49
342,U1404,B,9,H,1,60,66,13.59
342,U1404,B,9,H,1,70,66.1,13.65
342,U1404,B,9,H,1,80,66.2,13.67
342,U1404,B,9,H,1,90,66.3,14.06
342,U1404,B,9,H,1,100,66.4,14.24
342,U1404,B,9,H,1,110,66.5,14.02
342,U1404,B,9,H,1,120,66.6,14.38
342,U1404,B,9,H,1,130,66.7,13.86
342,U1404,B,9,H,1,140,66.8,13.2
342,U1404,B,9,H,2,0,66.9,16.06
342,U1404,B,9,H,2,10,67,13.34
342,U1404,B,9,H,2,20,67.1,13.47
342,U1404,B,9,H,2,30,67.2,13.57
342,U1404,B,9,H,2,40,67.3,14
342,U1404,B,9,H,2,50,67.4,14.25
342,U1404,B,9,H,2,60,67.5,13.99
342,U1404,B,9,H,2,70,67.6,13.51
342,U1404,B,9,H,2,80,67.7,13.75
342,U1404,B,9,H,2,90,67.8,13.45
342,U1404,B,9,H,2,100,67.9,14.28
342,U1404,B,9,H,2,110,68,14.09
342,U1404,B,9,H,2,120,68.1,13.96
342,U1404,B,9,H,2,130,68.2,13.7
342,U1404,B,9,H,2,140,68.3,13.07
342,U1404,B,9,H,3,0,68.4,15.1
342,U1404,B,9,H,3,10,68.5,14.25
342,U1404,B,9,H,3,20,68.6,14.71
342,U1404,B,9,H,3,30,68.7,14.83
342,U1404,B,9,H,3,40,68.8,14.86
342,U1404,B,9,H,3,50,68.9,14.89
342,U1404,B,9,H,3,60,69,14.76
342,U1404,B,9,H,3,70,69.1,14.98
342,U1404,B,9,H,3,80,69.2,14.57
342,U1404,B,9,H,3,90,69.3,14.82
342,U1404,B,9,H,3,100,69.4,15.49
342,U1404,B,9,H,3,110,69.5,15.3
342,U1404,B,9,H,3,120,69.6,15.31
342,U1404,B,9,H,3,130,69.7,15.28
342,U1404,B,9,H,3,140,69.8,15.32
342,U1404,B,9,H,3,150,69.9,15.08
342,U1404,B,9,H,4,0,69.9,13.85
342,U1404,B,9,H,4,10,70,14.02
342,U1404,B,9,H,4,20,70.1,14.36
342,U1404,B,9,H,4,30,70.2,15.12
342,U1404,B,9,H,4,40,70.3,15.37
342,U1404,B,9,H,4,50,70.4,15.38
342,U1404,B,9,H,4,60,70.5,15.07
342,U1404,B,9,H,4,70,70.6,14.38
342,U1404,B,9,H,4,80,70.7,15.08
342,U1404,B,9,H,4,90,70.8,15.49
342,U1404,B,9,H,4,100,70.9,15.34
342,U1404,B,9,H,4,110,71,15.15
342,U1404,B,9,H,4,120,71.1,14.87
342,U1404,B,9,H,4,130,71.2,14.74
342,U1404,B,9,H,4,140,71.3,14.85
342,U1404,B,9,H,4,150,71.4,14.39
342,U1404,B,9,H,5,0,71.4,15.56
342,U1404,B,9,H,5,10,71.5,14.86
342,U1404,B,9,H,5,20,71.6,14.81
342,U1404,B,9,H,5,30,71.7,15.01
342,U1404,B,9,H,5,40,71.8,15.19
342,U1404,B,9,H,5,50,71.9,14.7
342,U1404,B,9,H,5,60,72,15.21
342,U1404,B,9,H,5,70,72.1,14.16
342,U1404,B,9,H,5,80,72.2,14.64
342,U1404,B,9,H,5,90,72.3,14.82
342,U1404,B,9,H,5,100,72.4,15.1
342,U1404,B,9,H,5,110,72.5,14.54
342,U1404,B,9,H,5,120,72.6,14.51
342,U1404,B,9,H,6,0,72.64,17.16
342,U1404,B,9,H,6,10,72.74,15.65
342,U1404,B,9,H,6,20,72.84,16.04
342,U1404,B,9,H,6,30,72.94,15.13
342,U1404,B,9,H,6,40,73.04,15.19
342,U1404,B,9,H,6,50,73.14,13.82
342,U1404,B,9,H,6,60,73.24,9.91
342,U1404,B,9,H,6,70,73.34,8.57
342,U1404,B,9,H,6,80,73.44,13.32
342,U1404,B,9,H,6,90,73.54,14.25
342,U1404,B,9,H,6,100,73.64,14.74
342,U1404,B,9,H,6,110,73.74,14.91
342,U1404,B,9,H,6,120,73.84,14.72
342,U1404,B,9,H,7,0,73.91,13.7
342,U1404,B,9,H,7,10,74.01,14.99
342,U1404,B,9,H,7,20,74.11,15.13
342,U1404,B,9,H,7,30,74.21,16.05
342,U1404,B,9,H,7,40,74.31,16.27
342,U1404,B,9,H,7,50,74.41,16.61
342,U1404,B,9,H,7,60,74.51,17.23
342,U1404,B,9,H,7,70,74.61,16.93
342,U1404,B,9,H,7,80,74.71,16.38
342,U1404,B,9,H,7,90,74.81,16.32
342,U1404,B,9,H,7,100,74.91,15.8
342,U1404,B,10,H,1,0,74.9,19.9
342,U1404,B,10,H,1,10,75,26.43
342,U1404,B,10,H,1,20,75.1,22
342,U1404,B,10,H,1,30,75.2,15.9
342,U1404,B,10,H,1,40,75.3,15.37
342,U1404,B,10,H,1,50,75.4,15.34
342,U1404,B,10,H,1,60,75.5,15.26
342,U1404,B,10,H,1,70,75.6,14.7
342,U1404,B,10,H,1,80,75.7,15.13
342,U1404,B,10,H,1,90,75.8,14.86
342,U1404,B,10,H,1,100,75.9,15.31
342,U1404,B,10,H,1,110,76,15.8
342,U1404,B,10,H,1,120,76.1,14.72
342,U1404,B,10,H,1,130,76.2,15.15
342,U1404,B,10,H,1,140,76.3,14.76
342,U1404,B,10,H,1,150,76.4,13.98
342,U1404,B,10,H,2,0,76.4,15.55
342,U1404,B,10,H,2,10,76.5,14.92
342,U1404,B,10,H,2,20,76.6,15.69
342,U1404,B,10,H,2,30,76.7,15.46
342,U1404,B,10,H,2,40,76.8,15.84
342,U1404,B,10,H,2,50,76.9,15.91
342,U1404,B,10,H,2,60,77,15.78
342,U1404,B,10,H,2,70,77.1,15.55
342,U1404,B,10,H,2,80,77.2,15.61
342,U1404,B,10,H,2,90,77.3,15.96
342,U1404,B,10,H,2,100,77.4,16.04
342,U1404,B,10,H,2,110,77.5,15.98
342,U1404,B,10,H,2,120,77.6,15.63
342,U1404,B,10,H,2,130,77.7,15.37
342,U1404,B,10,H,2,140,77.8,15.85
342,U1404,B,10,H,2,150,77.9,15.87
342,U1404,B,10,H,3,0,77.9,16.08
342,U1404,B,10,H,3,10,78,14.94
342,U1404,B,10,H,3,20,78.1,15.19
342,U1404,B,10,H,3,30,78.2,15.15
342,U1404,B,10,H,3,40,78.3,14.84
342,U1404,B,10,H,3,50,78.4,15.16
342,U1404,B,10,H,3,60,78.5,14.36
342,U1404,B,10,H,3,70,78.6,14.84
342,U1404,B,10,H,3,80,78.7,14.63
342,U1404,B,10,H,3,90,78.8,13.99
342,U1404,B,10,H,3,100,78.9,14.68
342,U1404,B,10,H,3,110,79,15.16
342,U1404,B,10,H,3,120,79.1,15.59
342,U1404,B,10,H,3,130,79.2,15.39
342,U1404,B,10,H,3,140,79.3,14.78
342,U1404,B,10,H,3,150,79.4,13.1
342,U1404,B,10,H,4,0,79.4,15.86
342,U1404,B,10,H,4,10,79.5,16.03
342,U1404,B,10,H,4,20,79.6,15.64
342,U1404,B,10,H,4,30,79.7,15.75
342,U1404,B,10,H,4,40,79.8,15.57
342,U1404,B,10,H,4,50,79.9,16.02
342,U1404,B,10,H,4,60,80,16.41
342,U1404,B,10,H,4,70,80.1,15.49
342,U1404,B,10,H,4,80,80.2,15.02
342,U1404,B,10,H,4,90,80.3,15.59
342,U1404,B,10,H,4,100,80.4,16.07
342,U1404,B,10,H,4,110,80.5,16.33
342,U1404,B,10,H,4,120,80.6,15.63
342,U1404,B,10,H,4,130,80.7,14.57
342,U1404,B,10,H,4,140,80.8,14.74
342,U1404,B,10,H,4,150,80.9,14.82
342,U1404,B,10,H,5,0,80.9,16.46
342,U1404,B,10,H,5,10,81,14.8
342,U1404,B,10,H,5,20,81.1,15.28
342,U1404,B,10,H,5,30,81.2,16.26
342,U1404,B,10,H,5,40,81.3,16.31
342,U1404,B,10,H,5,50,81.4,16.46
342,U1404,B,10,H,5,60,81.5,16.97
342,U1404,B,10,H,5,70,81.6,16.48
342,U1404,B,10,H,5,80,81.7,16.23
342,U1404,B,10,H,5,90,81.8,16.51
342,U1404,B,10,H,5,100,81.9,16.53
342,U1404,B,10,H,5,110,82,16.72
342,U1404,B,10,H,5,120,82.1,16.31
342,U1404,B,10,H,5,130,82.2,16.21
342,U1404,B,10,H,5,140,82.3,15.94
342,U1404,B,10,H,5,150,82.4,14.26
342,U1404,B,10,H,6,0,82.4,15.46
342,U1404,B,10,H,6,10,82.5,15.26
342,U1404,B,10,H,6,20,82.6,15.34
342,U1404,B,10,H,6,30,82.7,16.28
342,U1404,B,10,H,6,40,82.8,15.56
342,U1404,B,10,H,6,50,82.9,15.64
342,U1404,B,10,H,6,60,83,16.08
342,U1404,B,10,H,6,70,83.1,16.15
342,U1404,B,10,H,6,80,83.2,15.7
342,U1404,B,10,H,6,90,83.3,16.25
342,U1404,B,10,H,6,100,83.4,15.48
342,U1404,B,10,H,6,110,83.5,15.31
342,U1404,B,10,H,6,120,83.6,15.04
342,U1404,B,10,H,6,130,83.7,15.7
342,U1404,B,10,H,6,140,83.8,16.4
342,U1404,B,10,H,6,150,83.9,16.87
342,U1404,B,10,H,7,0,83.9,18.91
342,U1404,B,10,H,7,10,84,18.22
342,U1404,B,10,H,7,20,84.1,18.12
342,U1404,B,10,H,7,30,84.2,19.04
342,U1404,B,10,H,7,40,84.3,18.74
342,U1404,B,10,H,7,50,84.4,17.74
342,U1404,B,10,H,7,60,84.5,17.79
342,U1404,B,11,H,1,0,84.4,15.42
342,U1404,B,11,H,1,10,84.5,16.91
342,U1404,B,11,H,1,20,84.6,18
342,U1404,B,11,H,1,30,84.7,17.97
342,U1404,B,11,H,1,40,84.8,18.26
342,U1404,B,11,H,1,50,84.9,18.13
342,U1404,B,11,H,1,60,85,18.32
342,U1404,B,11,H,1,70,85.1,17.68
342,U1404,B,11,H,1,80,85.2,18.16
342,U1404,B,11,H,1,90,85.3,17.54
342,U1404,B,11,H,1,100,85.4,17.58
342,U1404,B,11,H,1,110,85.5,17.94
342,U1404,B,11,H,1,120,85.6,17.37
342,U1404,B,11,H,1,130,85.7,17.12
342,U1404,B,11,H,1,140,85.8,16.97
342,U1404,B,11,H,1,150,85.9,15.96
342,U1404,B,11,H,2,0,85.9,18.24
342,U1404,B,11,H,2,10,86,17.38
342,U1404,B,11,H,2,20,86.1,17.44
342,U1404,B,11,H,2,30,86.2,18.35
342,U1404,B,11,H,2,40,86.3,18.05
342,U1404,B,11,H,2,50,86.4,18.2
342,U1404,B,11,H,2,60,86.5,18.05
342,U1404,B,11,H,2,70,86.6,18.35
342,U1404,B,11,H,2,80,86.7,17.42
342,U1404,B,11,H,2,90,86.8,17.67
342,U1404,B,11,H,2,100,86.9,17.44
342,U1404,B,11,H,2,110,87,16.99
342,U1404,B,11,H,2,120,87.1,16.42
342,U1404,B,11,H,2,130,87.2,15.86
342,U1404,B,11,H,2,140,87.3,15.58
342,U1404,B,11,H,2,150,87.4,15.23
342,U1404,B,11,H,3,0,87.4,17.45
342,U1404,B,11,H,3,10,87.5,16.64
342,U1404,B,11,H,3,20,87.6,16.11
342,U1404,B,11,H,3,30,87.7,16.75
342,U1404,B,11,H,3,40,87.8,16.79
342,U1404,B,11,H,3,50,87.9,15.99
342,U1404,B,11,H,3,60,88,15.72
342,U1404,B,11,H,3,70,88.1,16.28
342,U1404,B,11,H,3,80,88.2,16.12
342,U1404,B,11,H,3,90,88.3,16.83
342,U1404,B,11,H,3,100,88.4,17.31
342,U1404,B,11,H,3,110,88.5,18.1
342,U1404,B,11,H,3,120,88.6,18.21
342,U1404,B,11,H,3,130,88.7,18.18
342,U1404,B,11,H,3,140,88.8,17.06
342,U1404,B,11,H,3,150,88.9,16.54
342,U1404,B,11,H,4,0,88.9,18.69
342,U1404,B,11,H,4,10,89,16.4
342,U1404,B,11,H,4,20,89.1,17.17
342,U1404,B,11,H,4,30,89.2,17.15
342,U1404,B,11,H,4,40,89.3,16.81
342,U1404,B,11,H,4,50,89.4,16.66
342,U1404,B,11,H,4,60,89.5,16.5
342,U1404,B,11,H,4,70,89.6,16.91
342,U1404,B,11,H,4,80,89.7,17.21
342,U1404,B,11,H,4,90,89.8,16.75
342,U1404,B,11,H,4,100,89.9,17.18
342,U1404,B,11,H,4,110,90,16.85
342,U1404,B,11,H,4,120,90.1,17.1
342,U1404,B,11,H,4,130,90.2,16.85
342,U1404,B,11,H,4,140,90.3,15.89
342,U1404,B,11,H,4,150,90.4,14.56
342,U1404,B,11,H,5,0,90.4,16.49
342,U1404,B,11,H,5,10,90.5,16.36
342,U1404,B,11,H,5,20,90.6,16.36
342,U1404,B,11,H,5,30,90.7,17.2
342,U1404,B,11,H,5,40,90.8,17.48
342,U1404,B,11,H,5,50,90.9,17.12
342,U1404,B,11,H,5,60,91,17.2
342,U1404,B,11,H,5,70,91.1,16.4
342,U1404,B,11,H,5,80,91.2,16.47
342,U1404,B,11,H,5,90,91.3,16.46
342,U1404,B,11,H,5,100,91.4,17.23
342,U1404,B,11,H,5,110,91.5,16.45
342,U1404,B,11,H,5,120,91.6,16.75
342,U1404,B,11,H,5,130,91.7,16.35
342,U1404,B,11,H,5,140,91.8,16.8
342,U1404,B,11,H,5,150,91.9,17.28
342,U1404,B,11,H,6,0,91.9,18.6
342,U1404,B,11,H,6,10,92,17.79
342,U1404,B,11,H,6,20,92.1,18.28
342,U1404,B,11,H,6,30,92.2,18.59
342,U1404,B,11,H,6,40,92.3,18.65
342,U1404,B,11,H,6,50,92.4,19.25
342,U1404,B,11,H,6,60,92.5,18.65
342,U1404,B,11,H,6,70,92.6,18.3
342,U1404,B,11,H,6,80,92.7,16
342,U1404,B,11,H,6,90,92.8,15.38
342,U1404,B,11,H,6,100,92.9,13.57
342,U1404,B,11,H,7,0,92.9,15.64
342,U1404,B,11,H,7,10,93,15.99
342,U1404,B,11,H,7,20,93.1,15.92
342,U1404,B,11,H,7,30,93.2,15.79
342,U1404,B,11,H,7,40,93.3,14.59
342,U1404,B,11,H,7,50,93.4,13.67
342,U1404,B,11,H,7,60,93.5,10.76
342,U1404,B,11,H,7,70,93.6,8.09
342,U1404,B,11,H,7,80,93.7,7.5
342,U1404,B,12,H,1,0,93.9,9.95
342,U1404,B,12,H,1,10,94,12.63
342,U1404,B,12,H,1,20,94.1,24.82
342,U1404,B,12,H,1,30,94.2,22.96
342,U1404,B,12,H,1,40,94.3,16.83
342,U1404,B,12,H,1,50,94.4,15.4
342,U1404,B,12,H,1,60,94.5,15.51
342,U1404,B,12,H,1,70,94.6,15.83
342,U1404,B,12,H,1,80,94.7,15.75
342,U1404,B,12,H,1,90,94.8,16.29
342,U1404,B,12,H,1,100,94.9,16.72
342,U1404,B,12,H,1,110,95,16.52
342,U1404,B,12,H,1,120,95.1,16.35
342,U1404,B,12,H,1,130,95.2,15.52
342,U1404,B,12,H,1,140,95.3,15.46
342,U1404,B,12,H,1,150,95.4,14.3
342,U1404,B,12,H,2,0,95.4,17.79
342,U1404,B,12,H,2,10,95.5,16.24
342,U1404,B,12,H,2,20,95.6,16.61
342,U1404,B,12,H,2,30,95.7,17.17
342,U1404,B,12,H,2,40,95.8,17.22
342,U1404,B,12,H,2,50,95.9,17.29
342,U1404,B,12,H,2,60,96,17.5
342,U1404,B,12,H,2,70,96.1,17.18
342,U1404,B,12,H,2,80,96.2,16.6
342,U1404,B,12,H,2,90,96.3,16.86
342,U1404,B,12,H,2,100,96.4,17.07
342,U1404,B,12,H,2,110,96.5,17.16
342,U1404,B,12,H,2,120,96.6,16.87
342,U1404,B,12,H,2,130,96.7,16.89
342,U1404,B,12,H,2,140,96.8,17.3
342,U1404,B,12,H,2,150,96.9,16.35
342,U1404,B,12,H,3,0,96.9,17.83
342,U1404,B,12,H,3,10,97,17.17
342,U1404,B,12,H,3,20,97.1,16.69
342,U1404,B,12,H,3,30,97.2,17.63
342,U1404,B,12,H,3,40,97.3,18.34
342,U1404,B,12,H,3,50,97.4,18.43
342,U1404,B,12,H,3,60,97.5,18.17
342,U1404,B,12,H,3,70,97.6,17.79
342,U1404,B,12,H,3,80,97.7,17.2
342,U1404,B,12,H,3,90,97.8,16.44
342,U1404,B,12,H,3,100,97.9,15.66
342,U1404,B,12,H,3,110,98,15.62
342,U1404,B,12,H,3,120,98.1,16.22
342,U1404,B,12,H,3,130,98.2,15.94
342,U1404,B,12,H,3,140,98.3,15.58
342,U1404,B,12,H,3,150,98.4,14.17
342,U1404,B,12,H,4,0,98.4,17.55
342,U1404,B,12,H,4,10,98.5,16.54
342,U1404,B,12,H,4,20,98.6,16.65
342,U1404,B,12,H,4,30,98.7,16.18
342,U1404,B,12,H,4,40,98.8,16.77
342,U1404,B,12,H,4,50,98.9,17.13
342,U1404,B,12,H,4,60,99,16.27
342,U1404,B,12,H,4,70,99.1,16.1
342,U1404,B,12,H,4,80,99.2,15.65
342,U1404,B,12,H,4,90,99.3,16.35
342,U1404,B,12,H,4,100,99.4,16
342,U1404,B,12,H,4,110,99.5,16.21
342,U1404,B,12,H,4,120,99.6,16.65
342,U1404,B,12,H,4,130,99.7,16.42
342,U1404,B,12,H,4,140,99.8,16.11
342,U1404,B,12,H,4,150,99.9,14.53
342,U1404,B,12,H,5,0,99.9,17.13
342,U1404,B,12,H,5,10,100,17.08
342,U1404,B,12,H,5,20,100.1,17.47
342,U1404,B,12,H,5,30,100.2,17.36
342,U1404,B,12,H,5,40,100.3,16.59
342,U1404,B,12,H,5,50,100.4,16.87
342,U1404,B,12,H,5,60,100.5,17.04
342,U1404,B,12,H,5,70,100.6,17.29
342,U1404,B,12,H,5,80,100.7,16.52
342,U1404,B,12,H,5,90,100.8,16.95
342,U1404,B,12,H,5,100,100.9,17.09
342,U1404,B,12,H,5,110,101,16.79
342,U1404,B,12,H,5,120,101.1,16.6
342,U1404,B,12,H,5,130,101.2,16.21
342,U1404,B,12,H,5,140,101.3,16.47
342,U1404,B,12,H,5,150,101.4,15.36
342,U1404,B,12,H,6,0,101.4,16.54
342,U1404,B,12,H,6,10,101.5,15.85
342,U1404,B,12,H,6,20,101.6,16.44
342,U1404,B,12,H,6,30,101.7,16.67
342,U1404,B,12,H,6,40,101.8,16.49
342,U1404,B,12,H,6,50,101.9,17.38
342,U1404,B,12,H,6,60,102,16.92
342,U1404,B,12,H,6,70,102.1,16.92
342,U1404,B,12,H,6,80,102.2,16.17
342,U1404,B,12,H,6,90,102.3,16.74
342,U1404,B,12,H,6,100,102.4,17.15
342,U1404,B,12,H,6,110,102.5,17.45
342,U1404,B,12,H,6,120,102.6,16.99
342,U1404,B,12,H,6,130,102.7,16.98
342,U1404,B,12,H,6,140,102.8,15.98
342,U1404,B,12,H,6,150,102.9,16.13
342,U1404,B,12,H,7,0,102.9,18.66
342,U1404,B,12,H,7,10,103,16.91
342,U1404,B,12,H,7,20,103.1,17.62
342,U1404,B,12,H,7,30,103.2,18.19
342,U1404,B,12,H,7,40,103.3,17.34
342,U1404,B,12,H,7,50,103.4,18.87
342,U1404,B,13,H,1,0,103.4,18.12
342,U1404,B,13,H,1,10,103.5,16.14
342,U1404,B,13,H,1,20,103.6,17.05
342,U1404,B,13,H,1,30,103.7,17.25
342,U1404,B,13,H,1,40,103.8,17.85
342,U1404,B,13,H,1,50,103.9,18.46
342,U1404,B,13,H,1,60,104,18.74
342,U1404,B,13,H,1,70,104.1,18.74
342,U1404,B,13,H,1,80,104.2,18.07
342,U1404,B,13,H,1,90,104.3,18.48
342,U1404,B,13,H,1,100,104.4,18.06
342,U1404,B,13,H,1,110,104.5,18.38
342,U1404,B,13,H,1,120,104.6,17.47
342,U1404,B,13,H,1,130,104.7,17.21
342,U1404,B,13,H,1,140,104.8,17.09
342,U1404,B,13,H,2,0,104.9,18.5
342,U1404,B,13,H,2,10,105,17.47
342,U1404,B,13,H,2,20,105.1,18.18
342,U1404,B,13,H,2,30,105.2,19.01
342,U1404,B,13,H,2,40,105.3,18.91
342,U1404,B,13,H,2,50,105.4,18.66
342,U1404,B,13,H,2,60,105.5,17.81
342,U1404,B,13,H,2,70,105.6,19.03
342,U1404,B,13,H,2,80,105.7,18.74
342,U1404,B,13,H,2,90,105.8,18.6
342,U1404,B,13,H,2,100,105.9,17.93
342,U1404,B,13,H,2,110,106,17.58
342,U1404,B,13,H,2,120,106.1,17.6
342,U1404,B,13,H,2,130,106.2,17.66
342,U1404,B,13,H,2,140,106.3,16.91
342,U1404,B,13,H,2,150,106.4,16.58
342,U1404,B,13,H,3,0,106.4,17.96
342,U1404,B,13,H,3,10,106.5,17.45
342,U1404,B,13,H,3,20,106.6,17.17
342,U1404,B,13,H,3,30,106.7,17.54
342,U1404,B,13,H,3,40,106.8,17.57
342,U1404,B,13,H,3,50,106.9,17.25
342,U1404,B,13,H,3,60,107,17.75
342,U1404,B,13,H,3,70,107.1,17.95
342,U1404,B,13,H,3,80,107.2,16.53
342,U1404,B,13,H,3,90,107.3,16.97
342,U1404,B,13,H,3,100,107.4,18.16
342,U1404,B,13,H,3,110,107.5,17.98
342,U1404,B,13,H,3,120,107.6,17.84
342,U1404,B,13,H,3,130,107.7,18.11
342,U1404,B,13,H,3,140,107.8,18.72
342,U1404,B,13,H,4,0,107.9,19.41
342,U1404,B,13,H,4,10,108,18.44
342,U1404,B,13,H,4,20,108.1,19.04
342,U1404,B,13,H,4,30,108.2,19.2
342,U1404,B,13,H,4,40,108.3,19.47
342,U1404,B,13,H,4,50,108.4,19.18
342,U1404,B,13,H,4,60,108.5,18.65
342,U1404,B,13,H,4,70,108.6,18.06
342,U1404,B,13,H,4,80,108.7,17.57
342,U1404,B,13,H,4,90,108.8,17.21
342,U1404,B,13,H,4,100,108.9,18.34
342,U1404,B,13,H,4,110,109,17.96
342,U1404,B,13,H,4,120,109.1,17.32
342,U1404,B,13,H,4,130,109.2,16.8
342,U1404,B,13,H,4,140,109.3,17.49
342,U1404,B,13,H,5,0,109.4,20
342,U1404,B,13,H,5,10,109.5,18.06
342,U1404,B,13,H,5,20,109.6,18.41
342,U1404,B,13,H,5,30,109.7,17.72
342,U1404,B,13,H,5,40,109.8,17.23
342,U1404,B,13,H,5,50,109.9,18.01
342,U1404,B,13,H,5,60,110,17.81
342,U1404,B,13,H,5,70,110.1,18.09
342,U1404,B,13,H,5,80,110.2,17.81
342,U1404,B,13,H,5,90,110.3,18.06
342,U1404,B,13,H,5,100,110.4,18.18
342,U1404,B,13,H,5,110,110.5,18.6
342,U1404,B,13,H,5,120,110.6,18
342,U1404,B,13,H,5,130,110.7,17.6
342,U1404,B,13,H,5,140,110.8,17.17
342,U1404,B,13,H,6,0,110.9,18.4
342,U1404,B,13,H,6,10,111,16.92
342,U1404,B,13,H,6,20,111.1,17.16
342,U1404,B,13,H,6,30,111.2,17.39
342,U1404,B,13,H,6,40,111.3,16.76
342,U1404,B,13,H,6,50,111.4,17.39
342,U1404,B,13,H,6,60,111.5,17.14
342,U1404,B,13,H,6,70,111.6,17.24
342,U1404,B,13,H,6,80,111.7,17.31
342,U1404,B,13,H,6,90,111.8,16.92
342,U1404,B,13,H,6,100,111.9,16.56
342,U1404,B,13,H,6,110,112,16.95
342,U1404,B,13,H,6,120,112.1,18.05
342,U1404,B,13,H,7,0,112.12,18.24
342,U1404,B,13,H,7,10,112.22,17.27
342,U1404,B,13,H,7,20,112.32,18.81
342,U1404,B,13,H,7,30,112.42,19.37
342,U1404,B,13,H,7,40,112.52,18.78
342,U1404,B,13,H,7,50,112.62,18.4
342,U1404,B,13,H,7,60,112.72,16.77
342,U1404,B,13,H,7,70,112.82,14.62
342,U1404,B,13,H,7,80,112.92,14.27
342,U1404,B,14,H,1,0,112.9,14.82
342,U1404,B,14,H,1,10,113,14.32
342,U1404,B,14,H,1,20,113.1,15.34
342,U1404,B,14,H,1,30,113.2,15.43
342,U1404,B,14,H,1,40,113.3,14.16
342,U1404,B,14,H,1,50,113.4,15.16
342,U1404,B,14,H,1,60,113.5,15.06
342,U1404,B,14,H,1,70,113.6,16.58
342,U1404,B,14,H,1,80,113.7,15.78
342,U1404,B,14,H,1,90,113.8,15.97
342,U1404,B,14,H,1,100,113.9,16.11
342,U1404,B,14,H,1,110,114,16.17
342,U1404,B,14,H,1,120,114.1,15.93
342,U1404,B,14,H,1,130,114.2,15.68
342,U1404,B,14,H,1,140,114.3,15.32
342,U1404,B,14,H,2,0,114.4,18.07
342,U1404,B,14,H,2,10,114.5,16.26
342,U1404,B,14,H,2,20,114.6,16.94
342,U1404,B,14,H,2,30,114.7,17.65
342,U1404,B,14,H,2,40,114.8,17.83
342,U1404,B,14,H,2,50,114.9,18.25
342,U1404,B,14,H,2,60,115,17.37
342,U1404,B,14,H,2,70,115.1,18.28
342,U1404,B,14,H,2,80,115.2,17.82
342,U1404,B,14,H,2,90,115.3,18.04
342,U1404,B,14,H,2,100,115.4,17.85
342,U1404,B,14,H,2,110,115.5,17.87
342,U1404,B,14,H,2,120,115.6,17.07
342,U1404,B,14,H,2,130,115.7,16.14
342,U1404,B,14,H,2,140,115.8,16.17
342,U1404,B,14,H,3,0,115.9,18.21
342,U1404,B,14,H,3,10,116,16.58
342,U1404,B,14,H,3,20,116.1,17.3
342,U1404,B,14,H,3,30,116.2,17.15
342,U1404,B,14,H,3,40,116.3,17.24
