Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Reflectance L*,Reflectance a*,Reflectance b*
372,U1517,C,3,F,1,30,15.5,39.97,1.15,-0.43
372,U1517,C,3,F,1,31,15.51,39.64,1.13,-0.69
372,U1517,C,3,F,1,32,15.52,39.2,1.09,-0.47
372,U1517,C,3,F,1,33,15.53,39.38,1.17,0.05
372,U1517,C,3,F,1,34,15.54,40.05,1.05,-0.17
372,U1517,C,3,F,1,35,15.55,37.78,0.81,-0.64
372,U1517,C,3,F,1,36,15.56,38.31,0.82,-0.22
372,U1517,C,3,F,1,37,15.57,38.12,0.83,-1.27
372,U1517,C,3,F,1,38,15.58,38.64,0.97,-0.43
372,U1517,C,3,F,1,39,15.59,39.6,1.01,-0.45
372,U1517,C,3,F,1,40,15.6,38.82,0.88,-0.84
372,U1517,C,3,F,1,41,15.61,38.31,1.11,-0.55
372,U1517,C,3,F,1,42,15.62,38.29,1.03,-0.03
372,U1517,C,3,F,1,43,15.63,37.31,1.2,-0.48
372,U1517,C,3,F,1,44,15.64,37.49,0.77,-1.39
372,U1517,C,3,F,1,45,15.65,38.3,0.92,-0.75
372,U1517,C,3,F,1,46,15.66,39.2,1.04,-0.37
372,U1517,C,3,F,1,47,15.67,39.23,1.09,-0.33
372,U1517,C,3,F,1,48,15.68,39.96,1.16,-0.06
372,U1517,C,3,F,1,49,15.69,36.45,0.79,-1.36
372,U1517,C,3,F,1,50,15.7,37.45,1.15,-0.87
372,U1517,C,3,F,1,51,15.71,36.62,1.14,-0.91
372,U1517,C,3,F,1,52,15.72,37.71,1.32,-0.38
372,U1517,C,3,F,1,53,15.73,39.44,1.08,-0.2
372,U1517,C,3,F,1,54,15.74,39.4,1.03,-0.11
372,U1517,C,3,F,1,55,15.75,38.8,1,-0.6
372,U1517,C,3,F,1,56,15.76,38.61,0.98,-0.69
372,U1517,C,3,F,1,57,15.77,39.12,1.05,-0.25
372,U1517,C,3,F,1,58,15.78,38.85,1.04,-0.43
372,U1517,C,3,F,1,59,15.79,38.67,1.06,-0.5
372,U1517,C,3,F,1,60,15.8,38.56,1,-0.36
372,U1517,C,3,F,1,61,15.81,37.58,0.97,-1.33
372,U1517,C,3,F,1,62,15.82,38.09,1.2,-0.64
372,U1517,C,3,F,1,63,15.83,37.13,0.92,-1.35
372,U1517,C,3,F,1,64,15.84,38.22,0.97,-0.9
372,U1517,C,3,F,1,65,15.85,38.81,0.83,-0.46
372,U1517,C,3,F,1,66,15.86,38.39,0.88,-0.73
372,U1517,C,3,F,1,67,15.87,38.36,0.89,-0.94
372,U1517,C,3,F,1,68,15.88,38.4,0.89,-0.68
372,U1517,C,3,F,1,69,15.89,38.7,0.88,-0.82
372,U1517,C,3,F,1,70,15.9,38.39,0.85,-0.82
372,U1517,C,3,F,1,71,15.91,35.91,0.75,-2.05
372,U1517,C,3,F,1,72,15.92,35.44,1.15,-1.57
372,U1517,C,3,F,1,73,15.93,36.45,0.9,-0.53
372,U1517,C,3,F,1,74,15.94,36.88,1.04,-0.78
372,U1517,C,3,F,1,75,15.95,39.16,0.93,-1.63
372,U1517,C,3,F,1,76,15.96,39.67,1.03,-0.42
372,U1517,C,3,F,1,77,15.97,39.14,1.15,-1.96
372,U1517,C,3,F,1,78,15.98,37.32,0.83,-0.58
372,U1517,C,3,F,1,79,15.99,36.45,0.86,-0.81
372,U1517,C,3,F,1,80,16,36.49,0.79,-0.95
372,U1517,C,3,F,1,81,16.01,38.09,0.96,-0.58
372,U1517,C,3,F,1,82,16.02,38.2,0.84,-0.54
372,U1517,C,3,F,1,83,16.03,38.92,1.02,-0.58
372,U1517,C,3,F,1,84,16.04,37.81,0.95,-1.3
372,U1517,C,3,F,1,85,16.05,37.52,0.88,-1.78
372,U1517,C,3,F,1,86,16.06,38.14,1.07,-1.21
372,U1517,C,3,F,1,87,16.07,39.85,1.16,-1.44
372,U1517,C,3,F,1,88,16.08,40.92,1.31,-1.34
372,U1517,C,3,F,1,89,16.09,38.35,1.08,-0.51
372,U1517,C,3,F,1,90,16.1,41.26,1.41,-3.04
372,U1517,C,3,F,1,91,16.11,39.25,1.49,-1.79
372,U1517,C,3,F,1,92,16.12,37.54,0.97,-1.35
372,U1517,C,3,F,1,93,16.13,38.89,1.13,-0.62
372,U1517,C,3,F,1,94,16.14,39.23,1.16,-0.87
372,U1517,C,3,F,1,95,16.15,38.61,0.99,-1.38
372,U1517,C,3,F,1,96,16.16,38.35,0.89,-1.27
372,U1517,C,3,F,1,97,16.17,38.9,1.05,-0.92
372,U1517,C,3,F,1,98,16.18,37.74,0.94,-0.96
372,U1517,C,3,F,1,99,16.19,37.88,0.9,-0.98
372,U1517,C,3,F,1,100,16.2,37.98,0.85,-0.68
372,U1517,C,3,F,1,101,16.21,38.88,0.93,-0.43
372,U1517,C,3,F,1,102,16.22,37.7,0.88,-0.75
372,U1517,C,3,F,1,103,16.23,37.35,0.92,-0.91
372,U1517,C,3,F,1,104,16.24,37.31,0.81,-1.64
372,U1517,C,3,F,1,105,16.25,37.26,0.7,-1.66
372,U1517,C,3,F,1,106,16.26,38.06,0.86,-1.25
372,U1517,C,3,F,1,107,16.27,39.03,0.89,-0.63
372,U1517,C,3,F,1,108,16.28,38.47,0.83,-1.18
372,U1517,C,3,F,1,109,16.29,40.96,1.12,-3.31
372,U1517,C,3,F,1,110,16.3,40.67,1.08,-3.56
372,U1517,C,3,F,1,111,16.31,40.2,1.15,-2.82
372,U1517,C,3,F,1,112,16.32,39.66,1.23,-1.78
372,U1517,C,3,F,1,113,16.33,37.41,1.08,-1.49
372,U1517,C,3,F,1,114,16.34,39.26,1.04,-1.76
372,U1517,C,3,F,1,115,16.35,38.55,0.91,-0.98
372,U1517,C,3,F,1,116,16.36,40.4,1.15,-3.05
372,U1517,C,3,F,1,117,16.37,41.87,1.5,-1.99
372,U1517,C,3,F,1,118,16.38,41.07,1.27,-1.84
372,U1517,C,3,F,1,119,16.39,41.78,1.45,-3.26
372,U1517,C,3,F,1,120,16.4,41.82,1.26,-3.88
372,U1517,C,3,F,1,121,16.41,40.67,1.1,-2.43
372,U1517,C,3,F,1,122,16.42,35.84,0.81,-3.02
372,U1517,C,3,F,1,123,16.43,38.34,1.21,-3.08
372,U1517,C,3,F,1,124,16.44,40.31,1.06,-2.34
372,U1517,C,3,F,1,125,16.45,40.5,1.1,-2.04
372,U1517,C,3,F,1,126,16.46,41.27,1.23,-4.14
372,U1517,C,3,F,1,127,16.47,38.63,0.97,-1.33
372,U1517,C,3,F,1,128,16.48,39.25,1.04,-2.06
372,U1517,C,3,F,1,129,16.49,38.99,0.9,-0.93
372,U1517,C,3,F,1,130,16.5,39.13,1,-1.27
372,U1517,C,3,F,1,131,16.51,37.29,0.77,-1.29
372,U1517,C,3,F,1,132,16.52,37.2,0.83,-1.51
372,U1517,C,3,F,1,133,16.53,38.07,0.76,-0.44
372,U1517,C,3,F,1,134,16.54,38.23,0.8,-0.84
372,U1517,C,3,F,1,135,16.55,40.99,1.18,-0.11
372,U1517,C,3,F,1,136,16.56,40.34,1.11,-2.02
372,U1517,C,3,F,1,137,16.57,40.2,1.07,-0.49
372,U1517,C,3,F,1,138,16.58,39.33,0.89,-0.48
372,U1517,C,3,F,1,139,16.59,38.45,0.94,0.23
372,U1517,C,3,F,2,2,16.72,31.05,1.2,-2.1
372,U1517,C,3,F,2,3,16.73,32.44,1.3,-4.05
372,U1517,C,3,F,2,4,16.74,30.15,1.16,-3.14
372,U1517,C,3,F,2,5,16.75,40.4,1.05,-2.81
372,U1517,C,3,F,2,6,16.76,42.25,1.38,-5.2
372,U1517,C,3,F,2,7,16.77,38.64,1.03,-1.69
372,U1517,C,3,F,2,8,16.78,38.9,1.04,-2.03
372,U1517,C,3,F,2,9,16.79,39.4,1.05,-1.83
372,U1517,C,3,F,2,10,16.8,39.35,1.04,-2.58
372,U1517,C,3,F,2,11,16.81,39.13,1.13,-2.54
372,U1517,C,3,F,2,12,16.82,39.73,1.18,-0.68
372,U1517,C,3,F,2,13,16.83,39.03,1.06,-1.85
372,U1517,C,3,F,2,14,16.84,39.6,1.12,-2.65
372,U1517,C,3,F,2,15,16.85,38.98,0.98,-0.81
372,U1517,C,3,F,2,16,16.86,37.18,1.22,-1
372,U1517,C,3,F,2,17,16.87,37,0.85,-1.85
372,U1517,C,3,F,2,18,16.88,39.05,1.03,-2.28
372,U1517,C,3,F,2,19,16.89,38.59,1.01,-1.73
372,U1517,C,3,F,2,20,16.9,38.73,0.87,-0.8
372,U1517,C,3,F,2,21,16.91,38.28,0.85,-1.04
372,U1517,C,3,F,2,22,16.92,38.11,0.85,-1.06
372,U1517,C,3,F,2,23,16.93,37.76,0.95,-1.29
372,U1517,C,3,F,2,24,16.94,38.03,0.83,-1.12
372,U1517,C,3,F,2,25,16.95,38.32,0.93,-0.85
372,U1517,C,3,F,2,26,16.96,38.45,0.92,-0.8
372,U1517,C,3,F,2,27,16.97,38.1,0.85,-1.1
372,U1517,C,3,F,2,28,16.98,40.59,1.2,-0.86
372,U1517,C,3,F,2,29,16.99,38.63,0.96,-0.98
372,U1517,C,3,F,2,30,17,38.23,0.93,-0.99
372,U1517,C,3,F,2,31,17.01,39.22,1.03,-0.49
372,U1517,C,3,F,2,32,17.02,37.43,0.88,-1.84
372,U1517,C,3,F,2,33,17.03,37.83,0.92,-0.93
372,U1517,C,3,F,2,34,17.04,37.75,0.94,-0.86
372,U1517,C,3,F,2,35,17.05,39.57,1.02,-0.82
372,U1517,C,3,F,2,36,17.06,38.22,0.98,-1.03
372,U1517,C,3,F,2,37,17.07,38.86,1.1,-0.47
372,U1517,C,3,F,2,38,17.08,38.43,0.96,-0.62
372,U1517,C,3,F,2,39,17.09,37.83,0.95,-1.07
372,U1517,C,3,F,2,40,17.1,38.46,0.98,-0.72
372,U1517,C,3,F,2,41,17.11,38.29,0.99,-0.64
372,U1517,C,3,F,2,42,17.12,37.5,0.96,-0.94
372,U1517,C,3,F,2,43,17.13,37.5,0.86,-1.33
372,U1517,C,3,F,2,44,17.14,38.75,0.99,-0.8
372,U1517,C,3,F,2,45,17.15,37.85,0.87,-1.37
372,U1517,C,3,F,2,46,17.16,37.59,0.83,-1.53
372,U1517,C,3,F,2,47,17.17,38.71,0.89,-1.08
372,U1517,C,3,F,2,48,17.18,38.33,0.96,-0.88
372,U1517,C,3,F,2,49,17.19,38.11,0.94,-0.86
372,U1517,C,3,F,2,50,17.2,38.77,1.06,-0.58
372,U1517,C,3,F,2,51,17.21,37.49,0.85,-0.86
372,U1517,C,3,F,2,52,17.22,38.34,0.94,-0.83
372,U1517,C,3,F,2,53,17.23,37.22,0.88,-1.16
372,U1517,C,3,F,2,54,17.24,37.93,0.97,-0.85
372,U1517,C,3,F,2,55,17.25,37.92,0.91,-0.86
372,U1517,C,3,F,2,56,17.26,37.97,0.93,-1.08
372,U1517,C,3,F,2,57,17.27,39.17,1.03,-0.74
372,U1517,C,3,F,2,58,17.28,37.96,0.85,-0.86
372,U1517,C,3,F,2,59,17.29,37.71,1.15,-0.48
372,U1517,C,3,F,2,60,17.3,38.47,1.03,-0.17
372,U1517,C,3,F,2,61,17.31,37.77,0.96,-0.97
372,U1517,C,3,F,2,62,17.32,37.06,0.91,-1.11
372,U1517,C,3,F,2,63,17.33,36.23,0.82,-1.88
372,U1517,C,3,F,2,64,17.34,37.69,0.84,-1.16
372,U1517,C,3,F,2,65,17.35,38.02,0.87,-1.2
372,U1517,C,3,F,2,66,17.36,37.19,0.85,-1.13
372,U1517,C,3,F,2,67,17.37,37.6,0.87,-1.02
372,U1517,C,3,F,2,68,17.38,37.88,0.93,-0.62
372,U1517,C,3,F,2,69,17.39,38.92,1.02,-0.57
372,U1517,C,3,F,2,70,17.4,37.8,0.83,-0.99
372,U1517,C,3,F,2,71,17.41,38.08,0.83,-1.06
372,U1517,C,3,F,2,72,17.42,38.34,0.94,-1.19
372,U1517,C,3,F,2,73,17.43,37.44,0.82,-1.17
372,U1517,C,3,F,2,74,17.44,37.6,0.83,-0.89
372,U1517,C,3,F,2,75,17.45,37.78,0.79,-1.2
372,U1517,C,3,F,2,76,17.46,37.45,0.93,-1.18
372,U1517,C,3,F,2,77,17.47,37.31,0.86,-1.51
372,U1517,C,3,F,2,78,17.48,37.1,0.89,-1.42
372,U1517,C,3,F,2,79,17.49,37.72,1.03,-0.82
372,U1517,C,3,F,2,80,17.5,37.95,0.92,-0.71
372,U1517,C,3,F,2,81,17.51,37.93,0.93,-0.81
372,U1517,C,3,F,2,82,17.52,37.65,0.91,-1.04
372,U1517,C,3,F,2,83,17.53,38.91,1.1,-1.23
372,U1517,C,3,F,2,84,17.54,36.55,0.92,-1.33
372,U1517,C,3,F,2,85,17.55,37.71,0.94,-0.77
372,U1517,C,3,F,2,86,17.56,37.9,1.03,-0.52
372,U1517,C,3,F,2,87,17.57,37.69,0.95,-0.58
372,U1517,C,3,F,2,88,17.58,37.77,0.89,-1.08
372,U1517,C,3,F,2,89,17.59,36.46,0.84,-1.71
372,U1517,C,3,F,2,90,17.6,35.4,1.17,-1.76
372,U1517,C,3,F,2,91,17.61,36.94,1.16,-0.96
372,U1517,C,3,F,2,92,17.62,38.09,1.22,-0.21
372,U1517,C,3,F,2,93,17.63,37.94,0.92,-0.79
372,U1517,C,3,F,2,94,17.64,38.1,1,-1.35
372,U1517,C,3,F,2,95,17.65,36.89,1.02,-0.96
372,U1517,C,3,F,2,96,17.66,37.6,0.92,-0.69
372,U1517,C,3,F,2,97,17.67,37.99,0.89,-0.72
372,U1517,C,3,F,2,98,17.68,38.55,0.97,-0.89
372,U1517,C,3,F,2,99,17.69,37.82,0.85,-1.05
372,U1517,C,3,F,2,100,17.7,37.81,0.96,-0.72
372,U1517,C,3,F,2,101,17.71,37.53,0.91,-0.98
372,U1517,C,3,F,2,102,17.72,37.32,0.89,-1
372,U1517,C,3,F,2,103,17.73,38.07,0.91,-0.9
372,U1517,C,3,F,2,104,17.74,37.61,0.88,-0.9
372,U1517,C,3,F,2,105,17.75,41.56,1.37,0.72
372,U1517,C,3,F,2,106,17.76,36.7,0.79,-1.26
372,U1517,C,3,F,2,107,17.77,37.2,0.85,-0.74
372,U1517,C,3,F,2,108,17.78,37.8,0.86,-0.9
372,U1517,C,3,F,2,109,17.79,37.84,0.84,-1.08
372,U1517,C,3,F,2,110,17.8,38.05,0.87,-1.29
372,U1517,C,3,F,2,111,17.81,37.98,0.88,-1.32
372,U1517,C,3,F,2,112,17.82,38.29,0.94,-1.58
372,U1517,C,3,F,2,113,17.83,38.19,1.02,-1.66
372,U1517,C,3,F,2,114,17.84,38.36,0.91,-0.63
372,U1517,C,3,F,2,115,17.85,38.42,1.06,-1.15
372,U1517,C,3,F,2,116,17.86,39.37,1.21,-1.05
372,U1517,C,3,F,2,117,17.87,37.87,1.07,-1.18
372,U1517,C,3,F,2,118,17.88,38.13,0.91,-1.1
372,U1517,C,3,F,2,119,17.89,38.42,0.82,-1
372,U1517,C,3,F,2,120,17.9,38.39,0.75,-1.16
372,U1517,C,3,F,2,121,17.91,38.72,0.9,-1.45
372,U1517,C,3,F,2,122,17.92,37.94,0.89,-0.89
372,U1517,C,3,F,2,123,17.93,38.01,0.85,-0.69
372,U1517,C,3,F,2,124,17.94,40.43,1.21,-0.78
372,U1517,C,3,F,2,125,17.95,37.41,0.86,-0.89
372,U1517,C,3,F,2,126,17.96,36.91,0.83,-1
372,U1517,C,3,F,2,127,17.97,37.81,0.87,-1.02
372,U1517,C,3,F,2,128,17.98,38.13,0.96,-0.98
372,U1517,C,3,F,2,129,17.99,37.54,1.03,-0.4
372,U1517,C,3,F,2,130,18,37.23,0.81,-1.25
372,U1517,C,3,F,2,131,18.01,38.57,0.83,-0.52
372,U1517,C,3,F,2,132,18.02,38.41,0.85,-0.29
372,U1517,C,3,F,2,133,18.03,38.91,0.79,-0.53
372,U1517,C,3,F,2,134,18.04,37.98,0.78,-0.54
372,U1517,C,3,F,3,2,18.22,35.29,1.8,-3.53
372,U1517,C,3,F,3,3,18.23,35.88,1.68,-4.83
372,U1517,C,3,F,3,4,18.24,33.13,1.13,-2.25
372,U1517,C,3,F,3,5,18.25,39.03,1.12,-2.69
372,U1517,C,3,F,3,6,18.26,37.41,1.01,-1.08
372,U1517,C,3,F,3,7,18.27,39.69,1.08,-1.46
372,U1517,C,3,F,3,8,18.28,38.16,0.97,-1.79
372,U1517,C,3,F,3,9,18.29,38.77,1.11,-2.45
372,U1517,C,3,F,3,10,18.3,39.74,1.24,-3.19
372,U1517,C,3,F,3,11,18.31,39.76,1.14,-2.63
372,U1517,C,3,F,3,12,18.32,38.18,1.02,-1.76
372,U1517,C,3,F,3,13,18.33,36.69,1.11,-1.64
372,U1517,C,3,F,3,14,18.34,38.17,0.95,-1.62
372,U1517,C,3,F,3,15,18.35,37.37,1.03,-4.1
372,U1517,C,3,F,3,16,18.36,44.87,2.12,-1.03
372,U1517,C,3,F,3,17,18.37,39.32,1.1,-2.24
372,U1517,C,3,F,3,18,18.38,39.96,1.16,-2.65
372,U1517,C,3,F,3,19,18.39,38.14,0.99,-1.42
372,U1517,C,3,F,3,20,18.4,38.01,0.98,-1.13
372,U1517,C,3,F,3,21,18.41,39.74,1.12,-3.89
372,U1517,C,3,F,3,22,18.42,39.56,1.19,-2.44
372,U1517,C,3,F,3,23,18.43,38.42,1.01,-1
372,U1517,C,3,F,3,24,18.44,39.7,1.14,-2.31
372,U1517,C,3,F,3,25,18.45,37.46,0.92,-0.5
372,U1517,C,3,F,3,26,18.46,38.07,0.94,-0.89
372,U1517,C,3,F,3,27,18.47,38.09,0.93,-0.82
372,U1517,C,3,F,3,28,18.48,37.85,0.97,-0.76
372,U1517,C,3,F,3,29,18.49,37.37,0.98,-1
372,U1517,C,3,F,3,30,18.5,38.17,1,-1.72
372,U1517,C,3,F,3,31,18.51,38.42,1,-1.74
372,U1517,C,3,F,3,32,18.52,38.64,1.04,-1.99
372,U1517,C,3,F,3,33,18.53,39.04,1.04,-2.2
372,U1517,C,3,F,3,34,18.54,39.17,1.12,-2.38
372,U1517,C,3,F,3,35,18.55,38.95,1.06,-2.03
372,U1517,C,3,F,3,36,18.56,37.96,1.04,-1.36
372,U1517,C,3,F,3,37,18.57,38.21,1,-0.89
372,U1517,C,3,F,3,38,18.58,38.04,0.98,-1.39
372,U1517,C,3,F,3,39,18.59,38.45,1.04,-1.53
372,U1517,C,3,F,3,40,18.6,40.24,1.19,-0.62
372,U1517,C,3,F,3,41,18.61,38.16,1.01,-1.32
372,U1517,C,3,F,3,42,18.62,37.42,1.04,-0.75
372,U1517,C,3,F,3,43,18.63,39.2,0.96,-0.83
372,U1517,C,3,F,3,44,18.64,39.15,0.93,-0.99
372,U1517,C,3,F,3,45,18.65,38.9,0.95,-1.07
372,U1517,C,3,F,3,46,18.66,38.27,0.88,-1.48
372,U1517,C,3,F,3,47,18.67,37.94,0.99,-1.09
372,U1517,C,3,F,3,48,18.68,39.12,1.27,-1.27
372,U1517,C,3,F,3,49,18.69,36.82,1.11,-0.3
372,U1517,C,3,F,3,50,18.7,36.8,0.96,-1.69
372,U1517,C,3,F,3,51,18.71,37.9,0.9,-1.04
372,U1517,C,3,F,3,52,18.72,40.08,1.1,-2.37
372,U1517,C,3,F,3,53,18.73,39.47,1.07,-0.67
372,U1517,C,3,F,3,54,18.74,37.67,0.85,-0.96
372,U1517,C,3,F,3,55,18.75,38.31,0.92,-1.22
372,U1517,C,3,F,3,56,18.76,42.04,1.56,-2.64
372,U1517,C,3,F,3,57,18.77,38.91,1.32,-2.04
372,U1517,C,3,F,3,58,18.78,37.92,0.87,-0.69
372,U1517,C,3,F,3,59,18.79,37.52,0.86,-0.69
372,U1517,C,3,F,3,60,18.8,37.06,1.01,-0.63
372,U1517,C,3,F,3,61,18.81,36.93,0.89,-0.77
372,U1517,C,3,F,3,62,18.82,37.27,0.92,-0.91
372,U1517,C,3,F,3,63,18.83,37.8,0.93,-2.28
372,U1517,C,3,F,3,64,18.84,38.28,1.08,-0.55
372,U1517,C,3,F,3,65,18.85,38.63,1.02,-0.59
372,U1517,C,3,F,3,66,18.86,38.44,1.2,-1.37
372,U1517,C,3,F,3,67,18.87,39.41,1.17,-2.14
372,U1517,C,3,F,3,68,18.88,38.26,1.23,-0.59
372,U1517,C,3,F,3,69,18.89,38.3,1.15,-1.2
372,U1517,C,3,F,3,70,18.9,37.72,1.01,-1.22
372,U1517,C,3,F,3,71,18.91,38.02,0.98,-0.71
372,U1517,C,3,F,3,72,18.92,37.38,0.85,-0.59
372,U1517,C,3,F,3,73,18.93,36.96,0.99,-0.79
372,U1517,C,3,F,3,74,18.94,36.9,0.95,-0.98
372,U1517,C,3,F,3,75,18.95,37.75,0.99,-0.96
372,U1517,C,3,F,3,76,18.96,37.23,0.88,-1.2
372,U1517,C,3,F,3,77,18.97,37.16,0.83,-1.49
372,U1517,C,3,F,3,78,18.98,37.68,0.83,-1.36
372,U1517,C,3,F,3,79,18.99,38.74,0.86,-2.74
372,U1517,C,3,F,3,80,19,37.78,1.04,-0.89
372,U1517,C,3,F,3,81,19.01,38.26,1.09,-0.43
372,U1517,C,3,F,3,82,19.02,38.06,1.04,-0.62
372,U1517,C,3,F,3,83,19.03,39.11,1.08,-1.64
372,U1517,C,3,F,3,84,19.04,38.65,1.06,-3.09
372,U1517,C,3,F,3,85,19.05,38.32,0.91,-2.12
372,U1517,C,3,F,3,86,19.06,38.33,0.85,-0.99
372,U1517,C,3,F,3,87,19.07,38.5,0.92,-1.4
372,U1517,C,3,F,3,88,19.08,38.3,1.04,-1.16
372,U1517,C,3,F,3,89,19.09,37.35,0.94,-1.14
372,U1517,C,3,F,3,90,19.1,38.42,0.96,-1.22
372,U1517,C,3,F,3,91,19.11,38.17,1,-2.27
372,U1517,C,3,F,3,92,19.12,39.61,1.1,-3.55
372,U1517,C,3,F,3,93,19.13,39.42,1.03,-2.92
372,U1517,C,3,F,3,94,19.14,39.39,1.14,-2.89
372,U1517,C,3,F,3,95,19.15,38.81,1.24,-2.04
372,U1517,C,3,F,3,96,19.16,39.24,1.3,-2.54
372,U1517,C,3,F,3,97,19.17,37.16,1.09,-0.99
372,U1517,C,3,F,3,98,19.18,39.28,1.07,-1.27
372,U1517,C,3,F,3,99,19.19,38.93,1.22,-1.91
372,U1517,C,3,F,3,100,19.2,38.86,1.03,-2.89
372,U1517,C,3,F,3,101,19.21,39.95,1.21,-4.19
372,U1517,C,3,F,3,102,19.22,38.19,1.01,-0.88
372,U1517,C,3,F,3,103,19.23,37.7,0.93,-1.2
372,U1517,C,3,F,3,104,19.24,38.82,1.05,-1.6
372,U1517,C,3,F,3,105,19.25,39.51,1.13,-2.16
372,U1517,C,3,F,3,106,19.26,38.77,1.05,-0.41
372,U1517,C,3,F,3,107,19.27,38.71,1.11,-1.25
372,U1517,C,3,F,3,108,19.28,39.35,1.23,-2.91
372,U1517,C,3,F,4,2,19.42,45.31,2.5,-0.75
372,U1517,C,3,F,4,3,19.43,36.19,2.03,-4.13
372,U1517,C,3,F,4,4,19.44,31.18,1.69,-3.16
372,U1517,C,3,F,4,5,19.45,40.16,1.51,-2.64
372,U1517,C,3,F,4,6,19.46,40.26,1.51,-0.25
372,U1517,C,3,F,4,7,19.47,40.03,1.36,-1.83
372,U1517,C,3,F,4,8,19.48,37.91,1.08,-1.42
372,U1517,C,3,F,4,9,19.49,38,1.1,-1.67
372,U1517,C,3,F,4,10,19.5,37.57,0.93,-0.94
372,U1517,C,3,F,4,11,19.51,38.53,1.08,-1.13
372,U1517,C,3,F,4,12,19.52,38.79,1.15,-0.75
372,U1517,C,3,F,4,13,19.53,39,1.14,-0.93
372,U1517,C,3,F,4,14,19.54,42.2,1.44,-1.89
372,U1517,C,3,F,4,15,19.55,41.11,1.27,-4.64
372,U1517,C,3,F,4,16,19.56,41.2,1.33,-3.96
372,U1517,C,3,F,4,17,19.57,40.86,1.3,-3.86
372,U1517,C,3,F,4,18,19.58,40.05,1.2,-2.55
372,U1517,C,3,F,4,19,19.59,42.13,1.48,-3.04
372,U1517,C,3,F,4,20,19.6,42.64,1.55,-4.31
372,U1517,C,3,F,4,21,19.61,42.88,1.59,-2.4
372,U1517,C,3,F,4,22,19.62,36.55,0.94,-1.58
372,U1517,C,3,F,4,23,19.63,36.21,1.13,-1.6
372,U1517,C,3,F,4,24,19.64,37.86,1.17,-1.44
372,U1517,C,3,F,4,25,19.65,41.25,1.63,-2
372,U1517,C,3,F,4,26,19.66,41.68,1.61,-4.04
372,U1517,C,3,F,4,27,19.67,39.98,1.32,-3.23
372,U1517,C,3,F,4,28,19.68,38.58,1.31,-1.07
372,U1517,C,3,F,4,29,19.69,42.5,1.78,-2.37
372,U1517,C,3,F,4,30,19.7,42.45,1.49,-3.71
372,U1517,C,3,F,4,31,19.71,42.56,1.54,-2.51
372,U1517,C,3,F,4,32,19.72,42.06,1.35,-3.88
372,U1517,C,3,F,4,33,19.73,41.03,1.31,-3.31
372,U1517,C,3,F,4,34,19.74,41.5,1.34,-3.61
372,U1517,C,3,F,4,35,19.75,41.24,1.26,-4.25
372,U1517,C,3,F,4,36,19.76,39.62,1.23,-3.36
372,U1517,C,3,F,4,37,19.77,38.5,1.09,-1.44
372,U1517,C,3,F,4,38,19.78,39.79,1.1,-2.62
372,U1517,C,3,F,4,39,19.79,40.09,1.13,-2.94
372,U1517,C,3,F,4,40,19.8,39.51,1.05,-1.91
372,U1517,C,3,F,4,41,19.81,38.75,1.1,-1.75
372,U1517,C,3,F,4,42,19.82,39.15,1.13,-2.16
372,U1517,C,3,F,4,43,19.83,39.47,1.21,-1.91
372,U1517,C,3,F,4,44,19.84,38.13,1.08,-0.89
372,U1517,C,3,F,4,45,19.85,37.15,1.05,-0.69
372,U1517,C,3,F,4,46,19.86,37.89,0.99,-0.63
372,U1517,C,3,F,4,47,19.87,38.02,0.92,-0.86
372,U1517,C,3,F,4,48,19.88,37.5,0.92,-1.01
372,U1517,C,3,F,4,49,19.89,37.23,0.9,-0.88
372,U1517,C,3,F,4,50,19.9,37.28,0.94,-0.26
372,U1517,C,3,F,4,51,19.91,37.9,0.88,-1.65
372,U1517,C,3,F,4,52,19.92,44.52,1.78,-1.46
372,U1517,C,4,F,1,2,19.92,38.61,1.84,-4.97
372,U1517,C,4,F,1,3,19.93,36.99,1.89,-7.4
372,U1517,C,4,F,1,4,19.94,33.29,1.67,-6.11
372,U1517,C,4,F,1,5,19.95,41.86,0.88,0.09
372,U1517,C,4,F,1,6,19.96,41.14,0.97,-0.33
372,U1517,C,4,F,1,7,19.97,40.34,0.73,-0.54
372,U1517,C,4,F,1,8,19.98,40.11,0.69,-0.77
372,U1517,C,4,F,1,9,19.99,41.12,0.86,0.26
372,U1517,C,4,F,1,10,20,42.25,1.12,0.72
372,U1517,C,4,F,1,11,20.01,40.88,0.94,-0.42
372,U1517,C,4,F,1,12,20.02,42.61,1.21,-1.52
372,U1517,C,4,F,1,13,20.03,45.06,1.4,0.41
372,U1517,C,4,F,1,14,20.04,39.1,0.89,-1
372,U1517,C,4,F,1,15,20.05,39.6,0.93,0.09
372,U1517,C,4,F,1,16,20.06,40.07,0.91,0.14
372,U1517,C,4,F,1,17,20.07,40.38,0.9,-0.47
372,U1517,C,4,F,1,18,20.08,40.81,0.98,-1.79
372,U1517,C,4,F,1,19,20.09,40.32,0.84,0.11
372,U1517,C,4,F,1,20,20.1,40.51,0.86,-0.66
372,U1517,C,4,F,1,21,20.11,39.15,0.79,-0.66
372,U1517,C,4,F,1,22,20.12,39.21,0.67,-0.52
372,U1517,C,4,F,1,23,20.13,44.55,1.27,-2.22
372,U1517,C,4,F,1,24,20.14,43.96,1.31,-0.76
